patent_id,title,authors,abstract,detail_url,application_no,publication_no,registration_no,application_date,publication_date,registration_date,ipc,pdf_links,score,matched_keywords
P13953,レーザー遮光シート,鈴木 庸氏; not registered,"【課題】レーザーを有効に吸収・散乱して、その機能が長期間発揮できるレーザー遮光シートを提供する。 【解決手段】レーザーを吸収・散乱するフィルム状のレーザー吸収・散乱層2と、その両側に設けられてレーザー吸収・散乱層2を保護する耐熱性保護層3A,3Bを備え、レーザー吸収・散乱層2と耐熱性保護層3A,3Bを一体に接合して屈曲性を有し、両側の耐熱性保護層3A,3Bのうち少なくともレーザーが入射される側の耐熱性保護層3Aは光透過性を有している。",https://jopss.jaea.go.jp/search/servlet/search?P13953,2014-082078,2015-202600,6376647,2014/04/11,2015/11/16,2018/08/03,B32B 7/02 (2006.01):B23K 26/70 (2014.01),https://jopss.jaea.go.jp/pdfdata/P1/P13953A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13953A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13953B.pdf,0,
P13941,アメリシウム及びキュリウムの分離及び定量分析方法,原賀 智子 ; 佐藤 義行; 齋藤 伸吾*,【課題】安定な蛍光性アメリシウム錯体及び蛍光性キュリウム錯体を形成するアメリシウム及びキュリウム測定用蛍光プローブを提供する。 【解決手段】アメリシウム及びキュリウム測定用蛍光プローブが下記式(1)(化学式のため省略)で示される化合物がアルカリ性水溶液に溶解されて得られる。,https://jopss.jaea.go.jp/search/servlet/search?P13941,2014-063074,2015-184231,6332669,2014/03/26,2015/10/22,2018/05/11,G01N 31/00 (2006.01):G01N 31/22 (2006.01):G01N 27/447(2006.01):G01N 21/64 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13941A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13941A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13941B.pdf,0,
P13877,半透明ZNS/10Bコンバータ中性子シンチレータの製造方法,中村 龍也; 片桐 政樹* ; 筒井 紀彰*,【課題】高いガンマ線バックグラウンドの中で高計数率での中性子イメージング測定を可能とする中性子シンチレータ及びその製造方法を提供する。 【解決手段】10B同位体濃度が90%以上の10B濃縮ホウ酸(H310BO3)と、変性脂環式ポリアミン、変性脂肪族ポリアミン又は脂肪族ジアミンを主材とする硬化剤と、を混合して10B-アミン混合物を調製し、当該10B-アミン混合物に、水、エチルアルコール、メチルアルコール、水及びエチルアルコールの混合液又は水及びメチルアルコールの混合液を混合して10B含有透明接着性物質を調製し、当該10B含有透明接着性物質に、ZNS系蛍光体を混合して、ZNS系蛍光体-10B含有透明接着性物質を調製し、当該ZNS系蛍光体-10B含有透明接着性物質を基板上に塗布して乾燥させ固化させることを特徴とする、半透明ZNS/10Bコンバータ中性子シンチレータの製造方法。,https://jopss.jaea.go.jp/search/servlet/search?P13877,2014-054412,2015-175806,6343773,2014/03/18,2015/10/05,2018/06/01,G01T 3/06 (2006.01):C09K 11/00 (2006.01):C09K 11/08 (2006.01):G01T 1/20 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13877A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13877A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13877B.pdf,0,
P13878,中性子シンチレータ,中村 龍也; 片桐 政樹* ; 筒井 紀彰*,【解決課題】ガンマ線感度を低くして、パルス中性子に対する検出効率を向上し、高計数率で中性子イメージング測定を可能とする中性子シンチレータを提供する。 【解決手段】基板と、当該基板上のZNS系蛍光体、中性子コンバータ及び波長変換剤としての色素を分散させた接着性物質を含む中性子検出体と、を含む半透明ZNS系中性子シンチレータ。,https://jopss.jaea.go.jp/search/servlet/search?P13878,2014-054416,2015-175807,6343785,2014/03/18,2015/10/05,2018/06/01,G01T 3/06 (2006.01):C09K 11/00 (2006.01):C09K 11/56 (2006.01):C09K 11/61 (2006.01):C09K 11/06 (2006.01):G01T 1/20 (2006.01):G21K 4/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13878A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13878A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13878B.pdf,0,
P13931,管体掴持機構,佐野 一哉 ; 中村 保之 ; 岩井 紘基 ; 平田 智宏; 松田 進* ; 今井 富雄*,【課題】単純な機構で、二重管体構造を一度で引き上げることが可能となり、管体撤去工程などを簡略化することができる管体掴持機構を提供する。 【解決手段】本発明は、管体(P1、P2)を掴持する管体掴持機構10であって、第1の円周上に配された支点を中心として回動する複数の外管掴持爪130と、前記第1の円周の内周にある第2の円周上に配された支点を中心として回動する複数の内管掴持爪230と、前記外管掴持爪130と外側プロフィール部410で当接すると共に、前記内管掴持爪230と内側プロフィール部420で当接する環状カム部材400と、前記環状カム部材400を昇降する環状カム部材駆動用シリンダ450と、からなることを特徴とする。,https://jopss.jaea.go.jp/search/servlet/search?P13931,2014-035293,2015-160261,6315422,2014/02/26,2015/09/07,2018/04/06,B25J 15/08 (2006.01):G21F 9/30 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13931A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13931A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13931B.pdf,0,
P13946,ガス濃度測定方法およびその装置,平林 勝 ; 荒 邦章; not registered,【課題】瞬時に、気体の種類および濃度を特定することができるガス濃度測定方法を提供する。 【解決手段】超音波によって測定環境のガス濃度並びに温度の測定を行なうガス濃度測定方法であって、測定環境において発信させた超音波の、あらかじめ定められた第一の距離に対する伝播時間を測定することによって前記ガス濃度を特定するガス濃度測定手段と、測定環境において発信させた超音波の、あらかじめ定められた第二の距離に対する伝播時間を測定することによって前記温度を特定する温度測定手段とを有するガス濃度測定方法である。測定対象ガスは水素であり、ガス濃度測定のための超音波と温度測定のための超音波は、発信時に同期を取る/あるいは同一の超音波発信装置とする。,https://jopss.jaea.go.jp/search/servlet/search?P13946,2014-032672,2015-158403,6351060,2014/02/24,2015/09/03,2018/06/15,G01N 29/02 (2006.01):G01N 29/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13946A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13946A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13946B.pdf,0,
P13945,溶液処理装置,長縄 弘親; 齋木 幸則* ; 平林 洋一* ; 谷川 純一郎*,【課題】エマルションフローの高さを自動で制御することのできる溶液処理装置を提供する。 【解決手段】制御装置8は、第1電極51と、第2電極52と、第3電極53とのそれぞれの間に電流が流れるようになったら、第2ポンプ22の出力を下げ、第1電極51と、第2電極52との間に流れなくなったら、第2ポンプ22の出力を上げる。これにより、カラム部11内のエマルションフローのレベルが、第1電極51の下端51A及び第2電極52の下端52A(下限)と第3電極53の下端53A(上限)との間の範囲に維持される。,https://jopss.jaea.go.jp/search/servlet/search?P13945,2014-012259,2015-139718,5648943,2014/01/27,2015/08/03,2014/11/21,B01D 11/04 (2006.01):C22B 3/26 (2006.01):C22B 23/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13945A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13945A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13945B.pdf,0,
P13929,フェロシアン化物に吸着した放射性セシウムの安定化処理方法,佐藤 淳也 ; 目黒 義弘; not registered,【課題】フェロシアン化物を分解してシアンの溶出をなくし、かつ、遊離したCSをジオポリマー中で安定して固定化できる放射性セシウムの安定化処理方法を提供する。 【解決手段】セシウムを吸着したフェロシアン化物とジオポリマーを混合して成形し、この成形物を前記フェロシアン化物の分解温度以上で焼成することにより、フェロシアン化物を分解し、かつフェロシアン化物から遊離したセシウムを焼成物内で固定させることを特徴とする。,https://jopss.jaea.go.jp/search/servlet/search?P13929,2014-011466,2015-138000,6300197,2014/01/24,2015/07/30,2018/03/09,G21F 9/30 (2006.01):C04B 28/26 (2006.01):C04B 14/10 (2006.01):C04B 18/08 (2006.01):C04B 14/36 (2006.01):B01J 20/02 (2006.01):G21F 9/12 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13929A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13929A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13929B.pdf,0,
P13858,中性子検出器,中村 龍也; 片桐 政樹* ; 筒井 紀彰* ; 坂上 敦*,【課題】3HE位置敏感型中性子検出器と同等の中性子検出効率を有する外形が管状のシンチレータを用いた一次元中性子検出器を提供する。 【解決手段】内側円筒状中性子シンチレータの上側に、2本の波長シフトファイバを円筒に沿って等間隔で平行に巻いたコイル状波長シフトファイバを配置し、その2本の波長シフトファイバの両方の終端を内側円筒状中性子シンチレータの円筒状基板の内側内部に導き、一方に光ファイバを接続し、一方に光反射板を接着した構造のシンチレータ蛍光検出体を配置し、さらにその上側に外側円筒状中性子シンチレータを配置して中性子検出素子を構成する。この中性子検出素子を2個以上円筒管の内部に密に並べて配置し、円筒状内部を使って光ファイバを配線し光検出器に導き、中性子の一次元検出を行う管状の中性子検出器とする。,https://jopss.jaea.go.jp/search/servlet/search?P13858,2013-208708,2015-072227,6218224,2013/10/04,2015/04/16,2017/10/06,G01T 3/06 (2006.01):G01T 1/20 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13858A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13858A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13858B.pdf,0,
P13898,酸化物分散強化型焼き戻しマルテンサイト鋼の製造方法,丹野 敬嗣 ; 大塚 智史 ; 矢野 康英 ; 皆藤 威二 ; 田中 健哉; not registered,【課題】優れた耐食性、靭性および高温特性を有する酸化物分散強化型焼き戻しマルテンサイト鋼を提供する。 【解決手段】焼き戻しマルテンサイトと残留αフェライトの複相組織中の残留αフェライトの含有率が30体積%以下に規制されていることを特徴とする。,https://jopss.jaea.go.jp/search/servlet/search?P13898,2013-124747,2015-000992,6270197,2013/06/13,2015/01/05,2018/01/12,C22C 38/00 (2006.01):C22C 1/10 (2006.01):C22C 38/50 (2006.01):C22C 33/02 (2006.01):B22F 1/00 (2006.01):B22F 3/24 (2006.01):B22F 3/20 (2006.01):B22F 3/15 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13898A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13898A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13898B.pdf,0,
P13963,"ACIER MARTENSITIQUE TREMPE RENFORCE PAR DISPERSION D'OXYDES D'EXCELLENTE RESISTANCE A LA CORROSION, TENACITE ET PROPRIETE MECANIQUES A TEMPERATURE ELEVEE, ET PROCEDE DE PRODUCTION DE CELUI-CI",丹野 敬嗣 ; 大塚 智史 ; 矢野 康英 ; 皆藤 威二 ; 田中 健哉; not registered,"Acier martensitique trempe renforce par dispersion d'oxydes d'excellente resistance a la corrosion, tenacite et proprietes mecaniques a temperature elevee, et procede de production de celui-ci. Il est fourni un acier martensitique trempe (ODS) renforce par dispersion d'oxydes d'excellente resistance a la corrosion, tenacite et proprietes mecaniques a temperature elevee. L'acier ODS martensitique trempe contient une structure de double phase de martensite trempee et d'a-ferrite residuelle, dans laquelle la teneur en l'a-ferrite residuelle est controlee a au plus 30 % en volume. Il est egalement fourni un procede de production de l'acier martensitique trempe ODS.",https://jopss.jaea.go.jp/search/servlet/search?P13963,1455408,3007040,1455408,2014/06/13,2014/12/19,2022/11/25,C22C 38/44 (2013.01):C21D 1/22:C21D 8/00:C22C 38/50,https://jopss.jaea.go.jp/pdfdata/P1/P13963A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13963A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13963B.pdf,0,
P13855,水質測定システム及び差圧調整弁,岩月 輝希; 細谷 真一*,【課題】高圧地下水の水質測定において、急激な水圧変動によって計測機器が破損するのを防止する。 【解決手段耐圧性測定電極1をフローセル2に収容し、フローセルには、給水弁3を備えた給水管4と排水弁5を備えた排水管6を接続して高圧地下水を通水するように構成し、給水管における給水弁とフローセルの間と排水管におけるフローセルと排水弁の間には差圧調整弁7、8を介在させた構成とする。各差圧調整弁は、大きな差圧が生じた場合には遮水板7Gを中立状態に保持するばね7H、7Iに逆らって一時的に移動させて流路を閉じることにより、耐圧性測定電極にかかる圧力の急激な変化を防止する。遮水板には地下水のリーク用流路7G1を設けて少量の通水を行い、この通水によって遮水板における上流側と下流側の圧力差が所定の圧力に達すると該遮蔽板を保持するばねの力により該遮蔽板を中立状態に戻して流路を開放することにより高圧地下水が測定に好ましい流量で円滑に流れるようにする。,https://jopss.jaea.go.jp/search/servlet/search?P13855,2013-014126,2014-145648,6115936,2013/01/29,2014/08/14,2017/03/31,E21B 43/00 (2006.01):G01N 33/18 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13855A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13855A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13855B.pdf,0,
P13875,原子力施設近隣の放射性セシウム沈着量の測定方法,鳥居 建男 ; 眞田 幸尚; 斎藤 義彦*,【課題】事故後の原子力施設近隣における空間線量率の測定に影響を与える要因を考慮することで、測定の精度を上げ、地表の放射性セシウムの沈着量をより一層精確に測定することができる方法を提供すること。 【解決手段】無人ヘリコプターに搭載された放射線検出器で検出されるガンマ線計数率を、空間線量率の値に換算するための空間線量率換算計数を予め算出し、予め特定された一地点における複数の対地高度とガンマ線計数率との関係から、空気によるガンマ線計数率の減弱係数を予め算出し、無人ヘリコプターに搭載された放射線検出器およびGPSによって、原子力施設近隣を或る対地高度で飛行中の或る時点でのガンマ線計数率と、その時点での位置情報を求め、予め求められている減弱係数を用いてその位置における地表1Mの空間線量率を算出し、地表面における放射性セシウムの沈着量を算出する。,https://jopss.jaea.go.jp/search/servlet/search?P13875,2013-015194,2014-145700,6143219,2013/01/30,2014/08/14,2017/05/19,G01T 1/17 (2006.01):G01T 1/16 (2006.01):G01T 1/167(2006.01):G01T 1/169(2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13875A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13875A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13875B.pdf,0,
P13830,使用済核燃料の再処理システムおよび再処理方法,深谷 裕司 ; 高松 邦吉 ; 後藤 実; not registered,【課題】核拡散抵抗性を低下させることなく、核燃料のプルトニウム富化度を高めることが可能な使用済核燃料の再処理システムおよび再処理方法を提供することを課題とする。 【解決手段】原子炉から取り出した使用済核燃料の再処理システムであって、前記使用済核燃料を溶解した硝酸溶液からウランを分離し、硝酸プルトニウム溶液を得る分離手段と、前記分離手段からゾルゲル法による核燃料の製造手段へ送られる前記硝酸プルトニウム溶液に不活性母材を混合する混合手段と、を備える。,https://jopss.jaea.go.jp/search/servlet/search?P13830,2012-240391,2014-089155,6210477,2012/10/31,2014/05/15,2017/09/22,G21C 19/46 (2006.01):G21C 3/62 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13830A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13830A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13830B.pdf,0,
P13851,ビームプロファイルのモニタリング方法及びそのモニタ,荻原 徳男; not registered,【課題】加速器中又は核融合炉中のビームのプロファイル計測において、非破壊で、高速かつ簡便に計測ができるビームプロファイルのモニタリング方法及びそのモニタを提供する。 【解決する手段】本発明は、希薄気体からなるシート状のガスビームをターゲットにして加速器中又は核融合炉中のビームを衝突させることによって発生する発光又は電離イオンから前記ビームのプロファイルを計測する方法及びそのモニタであって、シート状のガスビームは、希薄気体を、寸法Bの隙間と希薄気体の流動方向の長さL1及びAを有する平板の少なくとも2枚とからなり、L1/Bが50以上で、A/Bが1を超えるスリットの前記隙間、又は長さXの長辺及び長さYの短辺からなる断面とL2の長さとを有し、L2/Yが50以上である楕円形キャピラリを通過させることによって、10MM以下のシート厚さで形成されることを特徴とする。,https://jopss.jaea.go.jp/search/servlet/search?P13851,2012-230665,2014-081320,6037379,2012/10/18,2014/05/08,2016/11/11,G01T 1/29 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13851A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13851A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13851B.pdf,0,
P13831,キャピラリー等速電気泳動法を用いる複数回大容量注入-濃縮-分離-分取精製法,原賀 智子; 齋藤 伸吾* ; 辻村 大翔*,【課題】超高純度のFTC-ABNOTA、FTC-PDA等の水溶性物質の精製法を提供する。 【解決手段】キャピラリー等速電気泳動法を用いる複数回大容量注入-濃縮-分離-分取精製法が、精製対象水溶性物質を含むトリス-塩酸緩衝液がインレット側に配置され、トリスーグリシン緩衝液がアウトレット側に配置されて、上記精製対象水溶性物質がインレット側からアウトレット側に移動させられる工程(A)、上記精製対象水溶性物質がアウトレット側からインレット側に移動させられる工程(B)、トリスーグリシン緩衝液がインレット側及びアウトレット側に配置されて、上記精製対象水溶性物質がインレット側からアウトレット側に移動させられる工程(C)を実施し、上記工程(A)、(B)がそれぞれ2回以上繰り返され、下記式(1)が満たされる。 |μGLY-|<|μL-|<|μCL-|…(1) ただし、|μGLY-|はグリシンイオンの移動度、|μL-|は上記精製対象水溶性物質イオンの移動度、|μCL-|は塩化物イオンの移動度を示す。,https://jopss.jaea.go.jp/search/servlet/search?P13831,2012-193742,2014-048252,6028997,2012/09/04,2014/03/17,2016/10/28,G01N 27/447(2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13831A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13831A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13831B.pdf,0,
P13813,シンチレータを用いた中性子検出器及び中性子イメージ検出器,中村 龍也 ; 海老根 守澄 ; 美留町 厚 ; 大図 章 ; 片桐 政樹; 寄林 豊* ; 筒井 紀彰*,【課題】3Heガスに代わる検出媒体を用いた高感度の中性子検出器を提供する。 【解決手段】代表例では、ZNS蛍光体と6LIあるいは10Bを含む中性子コンバータから構成される板状で両面から蛍光が放出可能とした構造の半透明型中性子シンチレータを、断面が円形あるいは正方形の内側に90%以上の反射率を持つ鏡面の反射板を配置した筒状の検出器筐体の内部に、平行にそろって入射する中性子に対して45度に傾けて配置し、中性子がこのシンチレータに入射した際放出される蛍光を両側に配置した2つの光電子増倍管で検出し、これら2つの光電子増倍管から出力される信号を信号処理し中性子信号として取り出すように構成している。,https://jopss.jaea.go.jp/search/servlet/search?P13813,2012-158333,2014-020860,6083637,2012/07/17,2014/02/03,2017/02/03,G01T 3/06 (2006.01):G01T 1/20 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13813A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13813A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13813B.pdf,0,
P13786,可搬型放射線測定装置及びそれを用いた放射線測定方法,三村 竜二 ; 川妻 伸二 ; 岡田 尚; 斉藤 義彦*,【課題】地表付近の線量率と、人体に影響を及ぼす高さ付近での線量率を同時に測定できると共に、測定地点が変更されても実質的に同一の高さにおける空間の線量率を測定することができる装置及び方法を提供すること。 【解決手段】機器支持ロッド、機器支持ロッドを把持するためのグリップ、機器支持ロッドの一端部に取り付けられたGPS受信機、グリップに関してGPS受信機と反対側の位置において、機器支持ロッドに取り付けられた、第1放射線検出器、第1放射線検出器と一定の間隔を隔てて、機器支持ロッドの一端部と反対側の他端部に取り付けられた、第2放射線検出器、第1及び/又は第2放射線検出器の測定値信号を切替えてその場で表示できると共に、それらの同時測定値信号と測定時のGPS受信機からの位置信号とを外部に送信するための装置であって、グリップよりもGPS受信機側に取り付けられた通信制御装置を備えている。,https://jopss.jaea.go.jp/search/servlet/search?P13786,2012-114348,2013-242180,5963165,2012/05/18,2013/12/05,2016/07/08,G01T 1/16 (2006.01):G01T 7/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13786A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13786A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13786B.pdf,0,
P13770,モリブデンのサイクルシステム及び当該サイクルシステムに使用されるモリブデン吸着剤の再生方法,谷本 政隆 ; 木村 明博 ; 西方 香緒里 ; 土谷 邦彦; 長谷川 良雄* ; 菱沼 行男* ; 新関 智丈* ; 鈴木 将* ; 永山 紗智子* ; 吉永 英雄* ; 掛井 貞紀*,【課題】モリブデンの効率的な回収を低コストで行うためのモリブデンのサイクルシステム及び該サイクルシステムに使用されるモリブデン吸着剤の再生方法を提供する。 【解決手段】本発明は、モリブデン99を含有するモリブデン又は三酸化モリブデンを溶解してモリブデン吸着剤に吸着する工程、前記のモリブデン吸着剤から成るジェネレータからテクネチウム99Mを抽出した後の使用済みモリブデン吸着剤に存在するモリブデンを脱着する工程、前記モリブデン脱着後のモリブデン吸着剤にモリブデン99含有のモリブデンを再吸着する工程、及び前記の脱着工程によって回収される三酸化モリブデンを再利用する工程を含むモリブデンのサイクルシステムであり、前記の再吸着工程で使用されるモリブデン脱着後の再生モリブデン吸着剤は、水中等で保存され、繰返し単位の構造中にOH基を少なくとも1つ有することを特徴とする。,https://jopss.jaea.go.jp/search/servlet/search?P13770,2012-081241,2013-210309,5953548,2012/03/30,2013/10/10,2016/06/24,G21G 4/08 (2006.01):B01J 20/26 (2006.01):B01J 20/34 (2006.01):G21G 1/06 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13770A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13770A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13770B.pdf,0,
P13761,鉛イオンの抽出方法及び鉛イオンの抽出剤,下条 晃司郎 ; 長縄 弘親; not registered,【課題】鉛イオンを選択的に効率良く抽出分離することができる鉛イオンの抽出方法及び鉛イオンの抽出剤を提供する。 【解決手段】下記一般式(1)(化学式のため省略)(式中、R1及びR2は、互いに同一又は異種のアルキル基であり、少なくとも一方は炭素数6以上の直鎖又は分岐鎖状のアルキル基を示す。)で表されるジグリコールアミド酸を抽出剤として含有する抽出相と、鉛イオンと鉛イオン以外の金属イオンとを含む水溶液とをpH 6以下の酸性条件下で接触させて、鉛イオンを抽出相に抽出し、その後、この抽出相と酸性水溶液とを接触させることで鉛イオンを前記酸性水溶液に逆抽出して鉛イオンを回収する。,https://jopss.jaea.go.jp/search/servlet/search?P13761,2012-072141,2013-202460,6108376,2012/03/27,2013/10/07,2017/03/17,B01D 11/04 (2006.01):C22B 13/00 (2006.01):C22B 3/26 (2006.01):C22B 7/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13761A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13761A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13761B.pdf,0,
P13854,放射性物質の収着装置,阿部 哲也 ; 秦野 歳久 ; 平塚 一; 大間知 聡一郎*,"【課題】気化物質により汚染された土壌から気化物質を人体に影響を受けない数値まで低減するとともに、処理後の土壌を再利用できる気化物質の収着装置を提供する。 【解決手段】気化物質を含む被処理土壌を少なくとも収容し、この被処理土壌を加熱処理する加熱炉1と、この加熱炉の下流側に接続された第1の配管に介装され,前記加熱炉内を減圧にするポンプ14と、このポンプの下流側に配置され,被処理土壌内の気化物質を収着する収着剤を収容した着脱自在の回収カートリッジ11,19と、前記加熱炉と前記ポンプ間の前記第1の配管に介装され,該第1の配管内の気化物質の放射線を計測する放射線計測器12Aと、前記回収カートリッジの下流側に接続された第2の配管に介装され,該第2の配管内の気化物質の放射線を計測する放射線計測器12Bとを具備することを特徴とする気化物質の収着装置。",https://jopss.jaea.go.jp/search/servlet/search?P13854,2012-232797,2013-200295,6112703,2012/10/22,2013/10/03,2017/03/24,G21F 9/02 (2006.01):B01D 53/34 (2006.01):B09C 1/06 (2006.01):B01F 9/02 (2006.01):B01F 13/02 (2006.01):B01F 7/26 (2006.01):B01F 7/32 (2006.01):B01F 15/06 (2006.01):B01J 20/08 (2006.01):3 others,https://jopss.jaea.go.jp/pdfdata/P1/P13854A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13854A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13854B.pdf,0,
P13711,液中からの放射性元素の分離・除去方法,北垣 徹 ; 星野 貴紀 ; 三本松 勇二 ; 矢野 公彦 ; 竹内 正行; not registered,【課題】高効率で迅速な凝集分離性能を有し、ポリマー等の有機化合物を使用せず、かつ、添加剤を極力低減することのできる実用化に適した液中からの放射性元素の分離・除去方法を提供する。 【解決手段】放射性元素を含む液にその放射性元素を吸着する吸着剤を添加して所定時間攪拌する吸着剤添加・攪拌工程と、その吸着剤添加・攪拌工程後に当該液を電解する電解工程と、その電解工程後に当該液中の固形分を分離する固形分分離工程を含むことを特徴とする。,https://jopss.jaea.go.jp/search/servlet/search?P13711,2012-002095,2013-142573,6343760,2012/01/10,2013/07/22,2018/06/01,G21F 9/06 (2006.01):G21F 9/10 (2006.01):G21F 9/12 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13711A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13711A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13711B.pdf,0,
P13769,放射性モリブデンの作製方法,西方 香緒里 ; 木村 明博 ; 石田 卓也 ; 土谷 邦彦 ; 北岸 茂; 秋山 博明* ; 長倉 正昭* ; 鈴木 邦彦*,【課題】溶解時に不溶解性残渣が少ない、高密度MoO3ペレットの製造工程を確立することにより、放射性診断薬である99mTcの抽出に適する放射性モリブデン溶液を作製する方法を提供すること。 【解決手段】この方法は、MoO3粉末を準備する工程と、前記MoO3粉末を加熱されたダイに充填し、大気中で焼結処理し、MoO3ペレットを作製する工程と、前記MoO3ペレットを酸化処理する工程と、酸化処理された前記MoO3ペレットに中性子を照射し、照射済MoO3ペレットを作製する工程と、前記照射済MoO3ペレットを溶解し、放射性モリブデン溶液を得る工程を有する。,https://jopss.jaea.go.jp/search/servlet/search?P13769,2012-121785,2013-127446,5888781,2012/05/29,2013/06/27,2016/02/26,G21G 4/08 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13769A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13769A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13769B.pdf,0,
P13656,チタン刃物材、チタン刃物及びその製造方法,中島 準作 ; 荒木 克彦 ; 井上 賢紀; 福岡 廣一* ; 坪川 翼*,【課題】柔らかい食材は勿論硬い食材を切ることができ、切れ味が良く、切れ味が永く持続し、折れ難く、錆難い安価な刃物を実現する。 【解決手段】チタン粉末と炭化ケイ素粉末とを混合してMA処理したMA材を、チタン板で形成した筐体に充填して密封し、これを熱間圧延してチタン刃物材とし、このチタン刃物材を構成するチタン粉末刃物材(MA材)を焼結した後に研削することにより刃付けしたチタン刃物とするものであり、前記MA材によって構成されるチタン粉末刃物材の両側面には前記チタン板によるチタン側板が配された構成とする。,https://jopss.jaea.go.jp/search/servlet/search?P13656,2011-203101,2013-064176,5858398,2011/09/16,2013/04/11,2015/12/25,B22F 7/08 (2006.01):C22C 14/00 (2006.01):B22F 1/00 (2006.01):B22F 3/18 (2006.01):B22F 3/10 (2006.01):B22F 3/24 (2006.01):C22C 32/00 (2006.01):B26B 9/00 (2006.01),https://jopss.jaea.go.jp/pdfdata/P1/P13656A.pdf | https://jopss.jaea.go.jp/pdfdata/P1/P13656A.pdf | https://jopss.jaea.go.jp/pdfdata/P2/P13656B.pdf,0,
